protocol,case_id,t,input,teacher,a,w,c,fired,active,firedCount,effective
S7,x=0.40_ipi=0.50,18.025000,0.40,1.0,2.346110,0.626898,36.170996,true,true,184,0.616537
S7,x=0.40_ipi=0.50,18.525000,0.40,1.0,2.346110,0.630867,37.142412,true,true,189,0.620440
S7,x=0.40_ipi=0.50,19.025000,0.40,1.0,2.346110,0.634735,38.113505,true,true,194,0.624244
S7,x=0.40_ipi=0.50,19.525000,0.40,1.0,2.346110,0.638506,39.084274,true,true,199,0.627953
S7,x=0.40_ipi=0.50,20.025000,0.40,1.0,2.346110,0.642187,40.054720,true,true,204,0.631572
S7,x=0.40_ipi=0.50,20.525000,0.40,1.0,2.346110,0.645780,41.024842,true,true,209,0.635106
S7,x=0.40_ipi=0.50,21.025000,0.40,1.0,2.346110,0.649290,41.994641,true,true,214,0.638558
S7,x=0.40_ipi=0.50,21.525000,0.40,1.0,2.346110,0.652721,42.964116,true,true,219,0.641933
S7,x=0.40_ipi=0.50,22.025000,0.40,1.0,2.346110,0.656077,43.933269,true,true,224,0.645233
S7,x=0.40_ipi=0.50,22.525000,0.40,1.0,2.346110,0.659360,44.902098,true,true,229,0.648462
S7,x=0.40_ipi=0.50,23.025000,0.40,1.0,2.346110,0.662574,45.870605,true,true,234,0.651622
S7,x=0.40_ipi=0.50,23.525000,0.40,1.0,2.346110,0.665721,46.838788,true,true,239,0.654718
S7,x=0.40_ipi=0.50,24.025000,0.40,1.0,2.346110,0.668805,47.806650,true,true,244,0.657751
S7,x=0.40_ipi=0.50,24.525000,0.40,1.0,2.346110,0.671827,48.774188,true,true,249,0.660723
S7,x=0.40_ipi=0.50,25.025000,0.40,1.0,2.346110,0.674791,49.741404,true,true,254,0.663638
S7,x=0.40_ipi=0.50,25.525000,0.40,1.0,2.346110,0.677699,50.708298,true,true,259,0.666497
S7,x=0.40_ipi=0.50,26.025000,0.40,1.0,2.346110,0.680552,51.674870,true,true,264,0.669303
S7,x=0.40_ipi=0.50,26.525000,0.40,1.0,2.346110,0.683352,52.641119,true,true,269,0.672057
S7,x=0.40_ipi=0.50,27.025000,0.40,1.0,2.346110,0.686102,53.607046,true,true,274,0.674762
S7,x=0.40_ipi=0.50,27.525000,0.40,1.0,2.346110,0.688804,54.572652,true,true,279,0.677419
S7,x=0.40_ipi=0.50,28.025000,0.40,1.0,2.346110,0.691458,55.537935,true,true,284,0.680029
S7,x=0.40_ipi=0.50,28.525000,0.40,1.0,2.346110,0.694068,56.502897,true,true,289,0.682596
S7,x=0.40_ipi=0.50,29.025000,0.40,1.0,2.346110,0.696633,57.467537,true,true,294,0.685119
S7,x=0.40_ipi=0.50,29.525000,0.40,1.0,2.346110,0.699156,58.431856,true,true,299,0.687600
